"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1476397952","x1269433025177231361",2020-06-07 00:56:32,"ryeh696","“The biggest public gathering of 20,000 non-violent protesters in NSW since the coronavirus restrictions were imposed in mid-March sees protesters gathered at Sydney's Town Hall on Saturday afternoon, June 6, 2020… https://t.co/eqEBq7GxDb","Instagram",238,,,,FALSE,FALSE,0,0,,,,,"instagram.com/p/CBHVKmfjLus/…","https://t.co/eqEBq7GxDb","https://www.instagram.com/p/CBHVKmfjLus/?igshid=3ir1hccg1ah9",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/0073b76548e5984f.json","Sydney","Sydney, New South Wales","city","Australia","AU","-34.01733333 151.08127783","151.08127783 -34.01733333","150.520928608 151.343020992 151.343020992 150.520928608 -34.1183470085 -34.1183470085 -33.578140996 -33.578140996","https://twitter.com/ryeh696/status/1269433025177231361","Rebecca Yeh","Australia","Account run by non-profit promoter; literary dramaturge; https://t.co/1s6oSIKrH2 ; https://t.co/igs8XS4qzw","https://t.co/JgInU6wzQj",FALSE,553,627,23,2293,427,2013-06-02 04:44:53,FALSE,"https://t.co/JgInU6wzQj","https://www.facebook.com/ryeh696",,"https://pbs.twimg.com/profile_banners/1476397952/1587055103","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/867034756604715008/CvtYHtXH_normal.jpg"
"x908289793095737344","x1269005125269417985",2020-06-05 20:36:13,"sharkies17","@Schtang @newscomauHQ @GladysB @nswpolice @ScottMorrisonMP And there are scumbag lawyers on Facebook sprouting 'they have your back if you get arrested' and 'no fee' nonsense.
That is absolute horsehockey too.
 Protests can wait until after a COVID-19 vaccine. Please. Common sense in these times is necessary.","Twitter Web App",251,"x1268851481983107072","x60866631","Schtang",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x60866631 x15250661 x704882735815401472 x23041630 x34116377","Schtang newscomauHQ GladysB nswpolice ScottMorrisonMP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sharkies17/status/1269005125269417985","Peter Rice","Sutherland NSW","Train Service Delivery Manager for Sydney Trains.
Trumpet player for Cronulla Sharks. 
Thanks WWE for allowing @WWEASUKA to grace my TV screen. I'm a HUGE fan.",,FALSE,9,24,0,512,18,2017-09-14 11:22:16,FALSE,,,,"https://pbs.twimg.com/profile_banners/908289793095737344/1528948380",,"http://pbs.twimg.com/profile_images/1073162111855935489/VY6yF5jG_normal.jpg"
"x1546848698","x1268347244429873160",2020-06-04 01:02:02,"NetworkBS","The residential building industry and the arts are the focus of a new round of coronavirus economic stimulus being finalised by the Federal Government. https://t.co/mTArb5MCNu

#buildingindustry #contractors #builders #homebuilding","Traject Social",231,,,,FALSE,FALSE,0,0,,,"buildingindustry contractors builders homebuilding",,"qoo.ly/36cecn","https://t.co/mTArb5MCNu","https://qoo.ly/36cecn",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NetworkBS/status/1268347244429873160","Network Building Supplies","Revesby, NSW","Your complete building materials provider - from products to expertise, we have everything you need. <U+0001F6D2> Visit our online store","https://t.co/SDkg8MWzD3",FALSE,104,309,0,172,4,2013-06-25 23:04:19,FALSE,"https://t.co/SDkg8MWzD3","http://bit.ly/online-store-nbs",,"https://pbs.twimg.com/profile_banners/1546848698/1566196939","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1152087448622530560/TPJXNSzJ_normal.jpg"
"x1546848698","x1268347244429873160",2020-06-04 01:02:02,"NetworkBS","The residential building industry and the arts are the focus of a new round of coronavirus economic stimulus being finalised by the Federal Government. https://t.co/mTArb5MCNu

#buildingindustry #contractors #builders #homebuilding","Traject Social",231,,,,FALSE,FALSE,0,0,,,"buildingindustry contractors builders homebuilding",,"qoo.ly/36cecn","https://t.co/mTArb5MCNu","https://qoo.ly/36cecn",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NetworkBS/status/1268347244429873160","Network Building Supplies","Revesby, NSW","Your complete building materials provider - from products to expertise, we have everything you need. <U+0001F6D2> Visit our online store","https://t.co/SDkg8MWzD3",FALSE,104,309,0,172,4,2013-06-25 23:04:19,FALSE,"https://t.co/SDkg8MWzD3","http://bit.ly/online-store-nbs",,"https://pbs.twimg.com/profile_banners/1546848698/1566196939","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1152087448622530560/TPJXNSzJ_normal.jpg"
